region_a,label_a,region_b,label_b,overlap_voxels,intersection_over_union,overlap_fraction_smaller
2,923,3,329,14,0.04416403785488959,0.4666666666666667
2,926,3,416,48,0.24615384615384617,0.6153846153846154
2,941,3,474,19,0.19387755102040816,0.37254901960784315
2,944,3,426,38,0.3958333333333333,0.59375
2,945,3,456,69,0.5390625,0.7752808988764045
2,946,3,457,59,0.5566037735849056,0.7283950617283951
2,951,3,463,60,0.3,0.6741573033707865
2,1024,3,439,31,0.22302158273381295,0.43661971830985913
2,1046,3,448,64,0.38095238095238093,0.6956521739130435
2,1073,3,318,11,0.04230769230769231,0.1527777777777778
2,1100,3,106,3,0.05084745762711865,0.15
2,1139,3,472,38,0.21965317919075145,0.475
2,1155,3,485,2,0.04081632653061224,0.08333333333333333
2,1162,3,440,1,0.01098901098901099,0.041666666666666664
2,1162,3,489,1,0.023809523809523808,0.05263157894736842
2,1163,3,440,1,0.009259259259259259,0.024390243902439025
2,1194,3,413,35,0.23178807947019867,0.4794520547945205
2,1194,3,414,29,0.17575757575757575,0.35802469135802467
